ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0
1,1,3,0,0.0633928435552842,5.302426815032959,5.302426815032959,0.0,0.0
2,1,6,0,4.548045651319856e-05,0.00379084306769073,0.00379084306769073,0.0,0.0
3,90,98,0,8.907209287888078,8.670369506570408,17.15920639038086,0.0,0.0
