ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0
1,1,3,0,0.060306854783541926,5.041729927062988,5.041729927062988,0.0,0.0
2,1,6,0,5.104227929353632e-05,0.004259235691279173,0.004259235691279173,0.0,0.0
3,73,81,0,5.975152999991618,6.84169789740803,17.699668884277344,0.0,0.0
