ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0
1,1,3,0,0.06208083244901643,5.2212934494018555,5.2212934494018555,0.0,0.0
2,1,6,0,3.245373528754666e-05,0.002706122351810336,0.002706122351810336,0.0,0.0
3,145,153,0,25.4844751233102,16.319419706530933,32.15055465698242,0.0,0.0
4,67,222,0,5.063717092142407,6.8540266283662685,15.678452491760254,0.0,0.0
5,91,315,0,10.402734640556726,9.976927730981465,19.0220890045166,0.0,0.0
6,68,385,0,5.253622359134271,7.011675531780758,15.962128639221191,0.0,0.0
7,93,480,0,11.027276502157278,10.340725297046955,20.058822631835938,0.0,0.0
