loss/actor,loss/q1,loss/q2,loss/v,timestep
2.3586630265712727,0.003092557349824351,0.0021295742880465714,0.0007069740020997412,1000
1.4798095970153817,0.0005328682088002095,0.0005163605527486645,9.48369071193153e-05,2000
0.6375426553785785,0.0007638595276657724,0.0007164138829830347,0.00011546442586040956,3000
-0.1553240085248836,0.0010409148256585465,0.0009717358978523404,0.00015720127822351125,4000
-0.8801178833842256,0.0011683323173492664,0.001110925711487654,0.00019320234578844975,5000
-1.5123316131830227,0.0015039878519019093,0.0014372407694754666,0.0002593811002225262,6000
-2.0182938240766535,0.001716206294309815,0.0016481883995293186,0.00032063247353653356,7000
-2.3730897890329374,0.002302825542457864,0.0021809632203658048,0.0004357547609251936,8000
-2.594029521465299,0.0026520536169991815,0.0025326090697781176,0.0005314328493695933,9000
-2.7356559643745446,0.0030573282061959607,0.002946255258983003,0.0006317590708786159,10000
-2.8190364459753026,0.0032693907791981522,0.0031576034378958864,0.0007060401906492188,11000
-2.8999393072128297,0.003933417994296178,0.0037706737868720692,0.0008211177524644879,12000
-2.9507020452022505,0.004239857697859408,0.00404859249608126,0.0008898647826572429,13000
-2.9864797554016174,0.004892631983617327,0.004715657838270999,0.0009995253152446832,14000
-3.0503894982337902,0.005384379947441621,0.005217789504793477,0.0011043369578546838,15000
-3.0865731707811372,0.005949715326074502,0.005704624429461544,0.0011995080965280084,16000
-3.1607315005063947,0.005777491304907025,0.005538594556972397,0.0012018385393312199,17000
-3.185746955633167,0.006953919941792283,0.0066649668482132145,0.001364465307560748,18000
-3.2182653113603568,0.007203429553890597,0.006973596269032004,0.001466751480416861,19000
-3.240002870678905,0.007730595004279189,0.0074855126093607395,0.0015319696673541329,20000
-3.2872975715398782,0.008448530028807003,0.008195027228444831,0.0016639621312497166,21000
-3.3165055278539683,0.008786153197754163,0.008625088365515664,0.0016904606358148155,22000
-3.3178538639545434,0.009418932842323573,0.009314847809961052,0.0018517370440531507,23000
-3.3554216337203973,0.01021856733760798,0.010247043220559148,0.0019605085061048157,24000
-3.390081695795058,0.010007384822238253,0.010001354450592755,0.0020097851077443907,25000
-3.4020489220619177,0.010587486283387995,0.010556883355136978,0.002092232784954835,26000
-3.437335162162777,0.011635613988153633,0.011642615470336747,0.002251416791463273,27000
-3.463225892305378,0.012138047772459679,0.012259625595528623,0.002342668311321178,28000
-3.4789251940250483,0.013368570615537465,0.013308917698916074,0.0025520191113464524,29000
-3.5172390904426587,0.012832494284491978,0.012740294502582414,0.0024700068875681646,30000
-3.530679926872251,0.014470338629558684,0.014419074423145493,0.0027137410114519266,31000
-3.5521340761184708,0.014571249421685934,0.014439537075348192,0.0027384497836464967,32000
-3.5379737477302555,0.016141163388267165,0.01569684748072182,0.002925681260530836,33000
-3.591890450477605,0.015948818998411295,0.015558958749752506,0.003047011742601174,34000
-3.585883696317674,0.016700788784306482,0.01658156988257542,0.003150986819295216,35000
-3.622149487972256,0.01680581522081046,0.016499449843540716,0.0031772607610328104,36000
-3.621135237336158,0.01791695167170837,0.01739689188450576,0.0033926517937798045,37000
-3.6517070947885566,0.01819180531520403,0.017579717932268993,0.003413052274379876,38000
-3.662021378278735,0.018788041456136904,0.01818991933576763,0.003501370452577246,39000
-3.6673956174850524,0.020016881640069203,0.01940515706175936,0.003688202361809092,40000
-3.6653750269413066,0.021100098406430342,0.020275823652278653,0.0037501483594532987,41000
-3.721877636432645,0.018776820903644006,0.018167326342780177,0.0035666193346260092,42000
-3.715777383685103,0.02020374286454172,0.019667183637153383,0.0037762721064500534,43000
-3.7575380082130385,0.02025744596449659,0.019596369777340427,0.00383771047322079,44000
-3.7568763253688724,0.021340631203725917,0.02045827246131376,0.003899326958344309,45000
-3.7425909347534203,0.02205083076795562,0.02121985021419821,0.004047889195964661,46000
-3.7643282911777556,0.021509993541985795,0.020804973798338334,0.003902589134173465,47000
-3.7713526809215563,0.020781570453662374,0.019925609506200957,0.003952634322922678,48000
-3.7624397859573375,0.022525003571528934,0.02165862779319283,0.004131045527756223,49000
-3.8395114786624895,0.020627942276187278,0.019957800213247532,0.0039544517351314465,50000
-3.821121124625207,0.021440346125513283,0.02094242760632185,0.003995835926849396,51000
-3.8123167759180117,0.023627327929250874,0.02319532640045509,0.004369499819120396,52000
-3.86720118260384,0.022962383896112465,0.02237467158259826,0.004229331903159637,53000
-3.83065604710579,0.023403413168154665,0.023176794194150724,0.004229628395871261,54000
-3.8295348308086385,0.021860159318894182,0.021443709451239565,0.004169442835031084,55000
-3.8791667501926446,0.023695239169523104,0.023093804210890023,0.00424025994294789,56000
-3.906207774758335,0.022369911613874142,0.0218633679142222,0.0040826993244700155,57000
-3.8847194105386733,0.02208577366359533,0.021781295838765768,0.004220597207429823,58000
-3.9112828927040115,0.02186309216031803,0.021441044813953345,0.004076129157212581,59000
-3.901170097112657,0.02418928812164815,0.023666200836654747,0.0044739816560177125,60000
-3.9230173126459147,0.02241192187834533,0.022104382003657542,0.004202623931108985,61000
-3.9248073079586026,0.022963053341954948,0.022640057163313042,0.004252185284043672,62000
-3.956050305604934,0.023918223062530164,0.023322346960660042,0.004410252181463875,63000
-3.9455377948284185,0.02215136163681747,0.021725958873517807,0.004177309862338003,64000
-3.936663584351539,0.024135006260592524,0.023768135843798464,0.004285311727318902,65000
-3.9344308106899226,0.022560353746172022,0.022383316779974856,0.004193592727300714,66000
