steps,currentTime,done,speed,reward,gap,world_position_y,world_position_x,RPM,steerAngle,brakeStatus,accStatus,actualGear,packetId,velocity_x,velocity_y,velocity_z,yaw,roll,angular_velocity_y,angular_velocity_x,LapCount,LapDist,going_backwards,current_action_abs_0,current_action_abs_1,current_action_abs_2,actions_0,actions_1,actions_2,rl_point,out_of_track
4,76.194,0,0.003284074831753969,3.9401852530803566e-05,-0.0021453379125050426,-130.58673095703125,-416.4621887207031,1365.183349609375,0.0,0.0,0.0,1,14735,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0723118782043457,0.0037602975498884916,0.0,-0.0,0,834.0448608696097,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,531,0.0
5,76.233,0,0.0034889632370322943,4.1860825479802625e-05,-0.0019299041369775312,-130.58651733398438,-416.462158203125,1516.0174560546875,27.270000457763672,0.0,0.2398500144481659,1,14739,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0721280574798584,0.0038868249393999577,0.0,-0.0,0,834.0448608696097,0.0,0.06061829999089241,-0.5202879011631012,-1.0,0.45463722944259644,0.99940025806427,-1.0,531,0.0
6,76.272,0,0.0037571394350379705,4.507923171625042e-05,-0.0017144703614548045,-130.5863037109375,-416.4621276855469,1896.99365234375,45.3599967956543,0.0,0.4794999957084656,1,14743,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.071943521499634,0.004012078046798706,0.0,-0.0,0,834.0448608696097,0.0,0.10088395699858665,-0.04099684953689575,-1.0,0.30199241638183594,0.9985230565071106,-1.0,531,0.0
7,76.314,0,0.0031259350944310427,3.7506297598684414e-05,-0.0015750597307242532,-130.58616638183594,-416.46209716796875,2504.08056640625,53.685001373291016,0.0,0.718999981880188,1,14747,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.071828842163086,0.004051567986607552,0.0,-0.0,0,834.0448608696097,0.0,0.11928915791213512,0.4379965364933014,-1.0,0.1380389928817749,0.9979029297828674,-0.9999997615814209,531,0.0
8,76.353,0,0.0033946295734494925,4.073094817561945e-05,-0.0013570569850952106,-130.58595275878906,-416.4620361328125,3310.49755859375,85.05000305175781,0.0,0.9588500261306763,1,14751,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0716347694396973,0.004184314049780369,0.0,-0.0,0,834.0448608696097,0.0,0.18898852728307247,0.9177312254905701,-1.0,0.5227452516555786,0.9994472861289978,-0.999999463558197,531,0.0
9,76.392,0,0.003964881878346205,4.7574056138978945e-05,-0.001141623209567699,-130.5857391357422,-416.4620056152344,4310.19140625,104.625,0.0,1.0,1,14755,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.071449041366577,0.0043120235204696655,0.0,-0.0,0,834.0448608696097,0.0,0.23250252567231655,1.0,-1.0,0.32635498046875,0.994267463684082,-0.999990701675415,531,0.0
10,76.434,0,0.002449503168463707,2.9391167124321818e-05,-0.0011720324674931043,-130.5857696533203,-416.4620056152344,5521.4580078125,99.13499450683594,0.0,1.0,1,14759,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.071502923965454,0.0041493261232972145,0.0,-0.0,0,834.0448608696097,0.0,0.22039356268942356,1.0,-1.0,-0.09081722050905228,0.9716915488243103,-0.9999469518661499,531,0.0
11,76.473,0,0.002307404298335314,2.76858314782345e-05,-0.0013088741281456603,-130.58590698242188,-416.4620056152344,6693.75341796875,83.29499053955078,0.0,1.0,1,14763,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0716781616210938,0.003868001513183117,0.0,-0.0,0,834.0448608696097,0.0,0.18507823534309864,1.0,-1.0,-0.2648649513721466,0.9543876647949219,-0.9999411702156067,531,0.0
12,76.512,0,0.002466197358444333,2.959075904766965e-05,-0.0014634893878175761,-130.5860595703125,-416.4620361328125,7852.634765625,57.644996643066406,0.0,1.0,1,14767,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.07185697555542,0.0035843162331730127,0.0,-0.0,0,834.0448608696097,0.0,0.12805265374481678,1.0,-1.0,-0.42769184708595276,0.9403930306434631,-0.99994295835495,531,0.0
13,76.554,0,0.0027665698435157537,3.319432656523477e-05,-0.0016307403063955377,-130.5862274169922,-416.4620361328125,8395.3271484375,23.399999618530273,0.0,0.0,1,14771,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.072061538696289,0.0032968323212116957,0.0,-0.0,0,834.0448608696097,0.0,0.05200603045523167,1.0,-1.0,-0.5703496336936951,0.9303680062294006,-0.9999716877937317,531,0.0
14,76.593,0,0.0023060834500938654,2.7668855083319062e-05,-0.0017979912249734993,-130.58639526367188,-416.4620361328125,8128.861328125,-7.694999694824219,0.0,0.0,1,14775,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0722475051879883,0.0030213010031729937,0.0,-0.0,0,834.0448608696097,0.0,-0.017091451212763786,1.0,-1.0,-0.5182310938835144,0.9002617597579956,-0.9999997019767761,531,0.0
15,76.632,0,0.0020354813896119595,2.4422333538841397e-05,-0.0016915588222463484,-130.58628845214844,-416.4620361328125,7873.67236328125,0.13499999046325684,0.0,0.0,1,14779,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0721609592437744,0.0030987346544861794,0.0,-0.0,0,834.0448608696097,0.0,0.0003122985363006592,1.0,-1.0,0.13052812218666077,0.9934823513031006,-1.0,531,0.0
16,76.674,0,0.22112581133842468,0.0026532184339540937,-0.001317359132520037,-130.58566284179688,-416.4649963378906,5052.75439453125,33.56999969482422,0.0,0.0,2,14783,-0.010976577177643776,-0.013312137685716152,-0.22045163810253143,3.0717132091522217,0.0032695066183805466,0.0067091225646436214,-0.03471045568585396,0,834.049323027597,0.0,0.07470333576202393,1.0,-1.0,0.5579327344894409,0.9994608163833618,-0.9999999403953552,531,0.0
