steps,currentTime,done,speed,reward,gap,world_position_y,world_position_x,RPM,steerAngle,brakeStatus,accStatus,actualGear,packetId,velocity_x,velocity_y,velocity_z,yaw,roll,angular_velocity_y,angular_velocity_x,LapCount,LapDist,going_backwards,current_action_abs_0,current_action_abs_1,current_action_abs_2,actions_0,actions_1,actions_2,rl_point,out_of_track
4,52.944,0,0.003461395623162389,4.151702865217263e-05,-0.005696784743149426,-138.04270935058594,-327.55548095703125,1365.183349609375,0.0,0.0,0.0,1,8731,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.072422504425049,0.007935479283332825,0.0,-0.0,0,744.8239261029958,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,472,0.0
5,52.983,0,0.006298821419477463,7.5548553480416e-05,-0.005922306861756179,-138.04293823242188,-327.5554504394531,1506.1556396484375,-57.150001525878906,0.0,0.24000000953674316,1,8735,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0726022720336914,0.007759578991681337,0.0,-0.0,0,744.8239261029958,0.0,-0.1270686686038971,-0.5200040340423584,-1.0,-0.9530149102210999,0.9999915957450867,-0.9998952150344849,472,0.0
6,53.022,0,0.004088138695806265,4.9032531172125226e-05,-0.006147828980396015,-138.0431671142578,-327.555419921875,1886.5081787109375,-113.04000091552734,0.0,0.47999998927116394,1,8739,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.072847366333008,0.007578981574624777,0.0,-0.0,0,744.8239261029958,0.0,-0.25116194784641266,-0.04001188278198242,-1.0,-0.9306995272636414,0.9999836683273315,-0.9996199607849121,472,0.0
7,53.064,0,0.006628971081227064,7.950528647817865e-05,-0.006391111988116409,-138.0434112548828,-327.555419921875,2493.235107421875,-169.78500366210938,0.0,0.7199499607086182,1,8743,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.073045492172241,0.007372889202088118,0.0,-0.0,0,744.8239261029958,0.0,-0.37732812762260437,0.4399830102920532,-1.0,-0.9462462663650513,0.99998939037323,-0.9992963075637817,472,0.0
8,53.103,0,0.002754326444119215,3.3034725881952666e-05,-0.006241615809418396,-138.0432586669922,-327.5554504394531,3308.380615234375,-131.4449920654297,0.0,0.9535999894142151,1,8747,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.072916269302368,0.00765135558322072,0.0,-0.0,0,744.8239261029958,0.0,-0.29212941229343414,0.9071901738643646,-1.0,0.6389903426170349,0.9733482599258423,-0.9986314177513123,472,0.0
9,53.142,0,0.0025015403516590595,3.0003288966406176e-05,-0.006074358741587941,-138.0430908203125,-327.5554504394531,4310.02783203125,-83.69999694824219,0.0,1.0,1,8751,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0727100372314453,0.00793816801160574,0.0,-0.0,0,744.8239261029958,0.0,-0.18601484596729279,1.0,-1.0,0.7958592176437378,0.9867359399795532,-0.999049186706543,472,0.0
10,53.184,0,0.004328147042542696,5.1912197705872975e-05,-0.005907101673781048,-138.0429229736328,-327.5554504394531,5521.28515625,-45.1349983215332,0.0,1.0,1,8755,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0725343227386475,0.00822453573346138,0.0,-0.0,0,744.8239261029958,0.0,-0.10039346665143967,1.0,-1.0,0.6421602964401245,0.9965937733650208,-0.9989287257194519,472,0.0
11,53.223,0,0.0026686391793191433,3.2008352577631014e-05,-0.0057398446059741546,-138.04275512695312,-327.5554504394531,6693.5751953125,-25.424999237060547,0.0,1.0,1,8759,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0723254680633545,0.008486357517540455,0.0,-0.0,0,744.8239261029958,0.0,-0.05648529529571533,1.0,-1.0,0.3293112814426422,0.9849934577941895,-0.998725175857544,472,0.0
12,53.262,0,0.005093581974506378,6.109461228031397e-05,-0.005570031837038273,-138.04258728027344,-327.555419921875,7852.46337890625,2.0249998569488525,0.0,1.0,1,8763,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0721418857574463,0.008745764382183552,0.0,-0.0,0,744.8239261029958,0.0,0.004503011703491211,1.0,-1.0,0.4574122726917267,0.7117143869400024,-0.9973027110099792,472,0.0
13,53.304,0,0.002767575206235051,3.3196041125422e-05,-0.005369808692147368,-138.04238891601562,-327.5553894042969,8437.4931640625,46.84499740600586,0.0,0.0,1,8767,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0719144344329834,0.009015086106956005,0.0,-0.0,0,744.8239261029958,0.0,0.10415492206811905,0.8076658546924591,-1.0,0.7473893165588379,-0.40069615840911865,-0.9946188926696777,472,0.0
14,53.343,0,0.002223149873316288,2.6666277594635906e-05,-0.0051822350340978455,-138.04220581054688,-327.5553283691406,8169.2421875,97.15499877929688,0.0,0.0,1,8771,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0717251300811768,0.009285219013690948,0.0,-0.0,0,744.8239261029958,0.0,0.21597735583782196,1.0,-1.0,0.8386682271957397,0.7179588079452515,-0.9996350407600403,472,0.0
15,53.382,0,0.0025003065820783377,2.999091828676876e-05,-0.005103653393050596,-138.04212951660156,-327.5552978515625,7912.34521484375,103.1399917602539,0.0,0.0,1,8775,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,3.0716326236724854,0.009397740475833416,0.0,-0.0,0,744.8239261029958,0.0,0.229193483479321,1.0,-1.0,0.09912095218896866,0.9947776794433594,-0.9999863505363464,472,0.0
16,53.424,0,0.1977776437997818,0.0023722768966393973,-0.005333408456682128,-138.0421600341797,-327.55767822265625,5121.880859375,87.56999969482422,0.0,0.0,2,8779,0.05749407038092613,0.020362991839647293,-0.18813765048980713,3.0718393325805664,0.009431561455130577,-0.0252243485301733,-0.05225116014480591,0,744.8315632580125,0.0,0.19469719100743532,1.0,-1.0,-0.258722186088562,0.9951456785202026,-0.9999971985816956,472,0.0
17,53.463,0,0.49230918288230896,0.005904775306676256,-0.005961473020407179,-138.0416717529297,-327.57098388671875,4324.7421875,28.575000762939453,0.0,0.0,2,8783,0.03790293261408806,0.02170245349407196,-0.49036791920661926,3.071957588195801,0.008763276040554047,-0.007504449225962162,-0.08870448172092438,0,744.8406591954481,0.0,0.06352127064019442,1.0,-1.0,-0.983819305896759,0.9999998807907104,-0.9999938011169434,473,0.0
18,53.502,0,0.8136179447174072,0.009758817235526766,-0.005651425355075217,-138.0391845703125,-327.59686279296875,3938.69189453125,-31.36499786376953,0.0,1.0,2,8787,0.0035779369063675404,0.002985789207741618,-0.8136045932769775,3.071815013885498,0.008734694682061672,0.036904022097587585,-0.07134205847978592,0,744.8650294429171,0.0,-0.0697051091119647,1.0,-1.0,-0.999197781085968,0.9999998211860657,-0.9999947547912598,473,0.0
19,53.544,0,1.1628457307815552,0.013947050780328926,-0.006103981690646169,-138.03634643554688,-327.6360168457031,3913.56298828125,26.86499786376953,0.0,1.0,2,8791,0.1853041648864746,-0.013116791844367981,-1.1479114294052124,3.0718250274658203,0.009549972601234913,-0.06267333775758743,-0.028138374909758568,0,744.9075915652575,0.0,0.059745882637798786,1.0,-1.0,0.9708824157714844,0.22211985290050507,-0.9968145489692688,473,0.0
20,53.583,0,1.485672116279602,0.017826337247586897,-0.00116320939821766,-138.0270233154297,-327.68792724609375,3885.188232421875,61.15499496459961,0.0,0.946399986743927,2,8795,0.23007696866989136,-0.015172900632023811,-1.4676703214645386,3.0677144527435303,0.013585484586656094,-0.09703594446182251,0.00033724764944054186,0,744.9593354357639,0.0,0.13596797455102205,0.8928518816828728,-1.0,0.5716656446456909,-0.22322525084018707,-0.9977456331253052,473,0.0
21,53.622,0,1.7888349294662476,0.0214643883193652,0.0009116739632649431,-138.01947021484375,-327.75299072265625,3841.658447265625,107.32499694824219,0.0,0.9235000014305115,2,8799,0.1869674026966095,-0.005005936603993177,-1.779030203819275,3.0653796195983887,0.008827556855976582,-0.05580008774995804,0.011567913927137852,0,745.0231786192744,0.0,0.23857078421860933,0.8470839858055115,-1.0,0.7695210576057434,-0.09534978866577148,-0.9135336875915527,473,0.0
22,53.664,0,2.1059646606445312,0.025261975186605903,0.004558832969938809,-138.0093231201172,-327.83013916015625,3703.5361328125,133.02000427246094,0.0,0.7014999985694885,2,8803,0.3313605487346649,0.011651214212179184,-2.079699754714966,3.0615720748901367,0.009472900070250034,-0.1369284987449646,0.012096874415874481,0,745.1052994883867,0.0,0.29563255328685045,0.40305405855178833,-1.0,0.4279632568359375,-0.925062358379364,-0.969161331653595,473,0.0
23,53.703,0,2.3921923637390137,0.028677847390443347,0.011897443891315829,-137.99452209472656,-327.9185791015625,3455.40185546875,155.07000732421875,0.0,0.47334998846054077,2,8807,0.3975744843482971,0.023054640740156174,-2.3588104248046875,3.055079221725464,0.013105194084346294,-0.18529054522514343,0.004234903957694769,0,745.1935987300967,0.0,0.34460650850087404,-0.053405046463012695,-1.0,0.36730465292930603,-0.9509564638137817,-0.9766529202461243,473,0.0
24,53.742,0,2.68648362159729,0.03218490401976118,0.019690959208173972,-137.978271484375,-328.0188293457031,3202.222412109375,142.2899932861328,0.0,0.3777500092983246,2,8811,0.41235753893852234,0.02719537727534771,-2.654508590698242,3.047048330307007,0.010961594991385937,-0.18911753594875336,-0.0050385030917823315,0,745.2924526916613,0.0,0.3162632482126355,-0.2445024996995926,-1.0,-0.21257443726062775,-0.39811971783638,-0.9903508424758911,473,0.0
25,53.784,0,3.0034756660461426,0.035959772254523806,0.027280306931125976,-137.96121215820312,-328.1311340332031,2699.19287109375,99.0,0.0,0.3478500247001648,2,8815,0.432157039642334,0.024455159902572632,-2.9721219539642334,3.039949655532837,0.008028911426663399,-0.16712763905525208,-0.0061347587034106255,0,745.4110431212466,0.0,0.22003946918994188,-0.30437616631388664,-1.0,-0.7216783165931702,-0.12473680824041367,-0.9933854341506958,473,0.0
26,53.823,0,3.310335636138916,0.039612210451611736,0.03377820086717248,-137.94419860839844,-328.25592041015625,2626.95068359375,53.00999450683594,0.0,0.4250999987125397,2,8819,0.4075319766998291,0.02014976553618908,-3.28509259223938,3.034445285797119,0.006822850555181503,-0.11023227870464325,-0.005989404860883951,0,745.5358119234297,0.0,0.11785002518445253,-0.14987775310873985,-1.0,-0.7664207816123962,0.32187169790267944,-0.977199912071228,473,0.0
27,53.862,0,3.5635159015655518,0.04262436250368906,0.03867762033473784,-137.92771911621094,-328.3934326171875,2647.171630859375,66.8699951171875,0.0,0.48194998502731323,2,8823,0.4569344222545624,0.020426511764526367,-3.5340399742126465,3.031536817550659,0.007380786817520857,-0.029328422620892525,0.014893820509314537,0,745.6696766630484,0.0,0.14862474706023932,-0.0361807681620121,-1.0,0.23081040382385254,0.2368687242269516,-0.9782770872116089,473,0.0
28,53.904,0,3.6290295124053955,0.04337463698566933,0.047868765630477435,-137.90679931640625,-328.53253173828125,2665.014892578125,116.23500061035156,0.0,0.5005000233650208,2,8827,0.6133060455322266,0.022701846435666084,-3.5767576694488525,3.0295603275299072,0.012839809991419315,-0.11019479483366013,0.054591093212366104,0,745.8171853088206,0.0,0.2583391284570098,0.0009943395853042603,-1.0,0.8228577971458435,0.07744814455509186,-0.994830846786499,473,0.0
29,53.943,0,3.768054723739624,0.0449820405294393,0.0622645297474198,-137.88002014160156,-328.67919921875,2705.009521484375,147.14999389648438,0.0,0.7226499915122986,2,8831,0.7108462452888489,0.024583859369158745,-3.70031476020813,3.021676778793335,0.015044362284243107,-0.26545774936676025,0.029293807223439217,0,745.9632351721739,0.0,0.3269968396052718,0.44536007940769196,-1.0,0.5149328112602234,0.9257619976997375,-0.9886407256126404,473,0.0
30,53.982,0,4.005337238311768,0.04774161458904774,0.08050065487853218,-137.84893798828125,-328.8312072753906,2747.250244140625,145.44000244140625,0.0,0.8702499866485596,2,8835,0.8457634449005127,0.03598758205771446,-3.914858341217041,3.009342670440674,0.012670948170125484,-0.2930930256843567,-0.014306636527180672,0,746.113833004245,0.0,0.32328479597344995,0.7405996173620224,-1.0,-0.027840325608849525,0.6150823831558228,-0.993053138256073,473,0.0
31,54.024,0,4.246434211730957,0.05052099854970424,0.1027243021597242,-137.81314086914062,-328.99169921875,2798.8203125,109.48500061035156,0.0,1.0,2,8839,0.9108589291572571,0.039784010499715805,-4.147403240203857,3.0008249282836914,0.010884511284530163,-0.16881482303142548,-0.023616977035999298,0,746.2857118974862,0.0,0.24338492611423135,1.0,-1.0,-0.599249005317688,0.6294249296188354,-0.9974172711372375,473,0.0
32,54.063,0,4.531125068664551,0.05381033846410688,0.12428753374351575,-137.7770538330078,-329.1634521484375,2803.65771484375,91.2149887084961,0.0,1.0,2,8843,0.8900001645088196,0.03248315304517746,-4.442739963531494,2.9948923587799072,0.00707032298669219,-0.12367882579565048,-0.02543879859149456,0,746.4569043048832,0.0,0.20274250442162156,1.0,-1.0,-0.30481815338134766,0.9428316950798035,-0.9910350441932678,474,0.0
33,54.102,0,4.791195392608643,0.0568010946136167,0.14469251217691545,-137.74119567871094,-329.3461608886719,2805.11181640625,94.36499786376953,0.0,1.0,2,8847,0.9211148023605347,0.024325309321284294,-4.701756000518799,2.9901797771453857,0.0064291879534721375,-0.13121479749679565,-0.006563987582921982,0,746.6377933248295,0.0,0.20975047582760453,1.0,-1.0,0.052559781819581985,0.9856169819831848,-0.9913637042045593,474,0.0
34,54.144,0,5.068800449371338,0.05998012165724647,0.16680154282152684,-137.70272827148438,-329.53955078125,2805.955810546875,92.38499450683594,0.0,1.0,2,8851,1.0047029256820679,0.025377724319696426,-4.968165397644043,2.9837634563446045,0.009776245802640915,-0.1869860589504242,0.00700784008949995,0,746.8427951600534,0.0,0.20527200680226088,1.0,-1.0,-0.03358851745724678,0.9838422536849976,-0.9944667816162109,474,0.0
35,54.183,0,5.340876579284668,0.06306821794039581,0.1914107161707001,-137.660888671875,-329.7431945800781,2806.760009765625,74.11499786376953,0.0,1.0,2,8855,1.0853208303451538,0.03193424269556999,-5.229342460632324,2.976015090942383,0.011459321714937687,-0.19255372881889343,0.0020774132572114468,0,747.0447936197088,0.0,0.16467951517552137,1.0,-1.0,-0.3044436573982239,0.9377664923667908,-0.9966381192207336,474,0.0
36,54.222,0,5.6110992431640625,0.06611098051359966,0.21782013673312006,-137.6163330078125,-329.9576416015625,2807.6044921875,40.36499786376953,0.0,1.0,2,8859,1.129406213760376,0.03925273194909096,-5.496119976043701,2.969615936279297,0.009342352859675884,-0.11131864041090012,-0.0027568740770220757,0,747.2573467992188,0.0,0.08968719374388456,1.0,-1.0,-0.5624423623085022,0.9652402400970459,-0.9992640614509583,474,0.0
37,54.264,0,5.902416229248047,0.06938843376085052,0.24406292849827882,-137.5709991455078,-330.1833190917969,2808.625,28.30499839782715,0.0,1.0,2,8863,1.1358850002288818,0.04409080743789673,-5.791920185089111,2.9673678874969482,0.006426958832889795,-0.03046455606818199,-0.0027131764218211174,0,747.500019545143,0.0,0.0628932910040021,1.0,-1.0,-0.20095425844192505,0.9371590614318848,-0.9983686804771423,474,0.0
38,54.303,0,6.16964054107666,0.0723709164286779,0.26983258638136115,-137.52520751953125,-330.4200744628906,2810.031982421875,36.71999740600586,0.0,1.0,2,8867,1.1658557653427124,0.047206416726112366,-6.0583014488220215,2.9660799503326416,0.0062226769514381886,-0.050113413482904434,9.907123603625223e-05,0,747.7306787887937,0.0,0.08165766391903162,1.0,-1.0,0.1407327950000763,0.9372020363807678,-0.9984428286552429,474,0.0
39,54.342,0,6.4347615242004395,0.07530694204482279,0.29685579463954453,-137.4772491455078,-330.6675720214844,2811.79833984375,38.790000915527344,0.0,1.0,2,8871,1.235776424407959,0.04922705516219139,-6.314791202545166,2.9626688957214355,0.008746590465307236,-0.10079355537891388,0.0020402579102665186,0,747.9790150429326,0.0,0.08622793154790998,1.0,-1.0,0.03427700698375702,0.9385111927986145,-0.9988338947296143,475,0.0
40,54.384,0,6.723878860473633,0.0784934410314164,0.32616668738031357,-137.42608642578125,-330.9255676269531,2814.123046875,27.94499969482422,0.0,1.0,2,8875,1.319620132446289,0.045996032655239105,-6.592953681945801,2.9584741592407227,0.010029870085418224,-0.09987087547779083,1.4498918062599842e-05,0,748.2524938411152,0.0,0.06216425495222211,1.0,-1.0,-0.1804775595664978,0.9455630779266357,-0.9989452362060547,475,0.0
41,54.423,0,6.988572597503662,0.08136778830293306,0.35702324506182204,-137.37246704101562,-331.1943054199219,2816.193359375,-5.264999866485596,0.0,1.0,2,8879,1.3439167737960815,0.04371149092912674,-6.857997417449951,2.9557554721832275,0.008521581068634987,-0.028201261535286903,0.0009430164354853332,0,748.5200516988916,0.0,-0.011715866159647703,1.0,-1.0,-0.5541008710861206,0.9487889409065247,-0.9996552467346191,475,0.0
42,54.462,0,7.249595642089844,0.08419264039970549,0.38657429237870633,-137.31922912597656,-331.47406005859375,2819.56689453125,-24.2549991607666,0.0,1.0,2,8883,1.3114960193634033,0.03985615074634552,-7.129868507385254,2.9567580223083496,0.005023934878408909,0.05920860543847084,0.0018718275241553783,0,748.7950750902237,0.0,-0.05389813659712672,1.0,-1.0,-0.3163670003414154,0.9006470441818237,-0.9991776943206787,475,0.0
43,54.504,0,7.532012462615967,0.08726827337605014,0.41368441579280985,-137.2675018310547,-331.76495361328125,2824.487548828125,-14.399999618530273,0.0,1.0,2,8887,1.2888559103012085,0.03700123727321625,-7.420828342437744,2.959984540939331,0.004090663976967335,0.08114583045244217,-0.0016720814164727926,0,749.1044227737657,0.0,-0.03201713925227523,1.0,-1.0,0.16410747170448303,0.858858048915863,-0.9980313181877136,475,0.0
44,54.543,0,7.79661226272583,0.09012794121170202,0.44011499166283563,-137.2155303955078,-332.06683349609375,2829.455810546875,-15.84000015258789,0.0,1.0,2,8891,1.3106735944747925,0.04258332401514053,-7.685537338256836,2.962256669998169,0.006561040412634611,0.039395615458488464,-9.146075171884149e-05,0,749.4048461413331,0.0,-0.03516485495492816,1.0,-1.0,-0.02360786683857441,0.8673844337463379,-0.9993531107902527,475,0.0
45,54.582,0,8.058344841003418,0.09294026832066218,0.4665808978845656,-137.1626739501953,-332.3795166015625,2838.66015625,-28.529998779296875,0.0,1.0,2,8895,1.327864408493042,0.04962980002164841,-7.948033809661865,2.9637513160705566,0.007988904602825642,0.044152114540338516,0.0050546759739518166,0,749.712048556612,0.0,-0.06346013909205794,1.0,-1.0,-0.2122146189212799,0.922135591506958,-0.9994581341743469,476,0.0
46,54.624,0,8.336423873901367,0.09593177416414302,0.4924548445198183,-137.10952758789062,-332.70294189453125,2853.368408203125,-48.41999816894531,0.0,1.0,2,8899,1.3182991743087769,0.05865780636668205,-8.231318473815918,2.966726779937744,0.006482650525867939,0.10851562023162842,0.003682900220155716,0,750.0512583743766,0.0,-0.10763935511931777,1.0,-1.0,-0.3313440978527069,0.9174181222915649,-0.9993098974227905,476,0.0
47,54.663,0,8.589509010314941,0.09864122665351331,0.5160808918114691,-137.05772399902344,-333.0372314453125,2879.6416015625,-59.17499542236328,0.0,1.0,2,8903,1.2633788585662842,0.06374276429414749,-8.495850563049316,2.972968816757202,0.0036184571217745543,0.17589980363845825,0.0022812660317867994,0,750.3846330624656,0.0,-0.13148665940389037,1.0,-1.0,-0.1788547784090042,0.8370457887649536,-0.9994967579841614,476,0.0
48,54.702,0,8.843724250793457,0.10138121073780058,0.5363668220767194,-137.00836181640625,-333.3823547363281,2920.3837890625,-46.07999801635742,0.0,1.0,2,8907,1.2150436639785767,0.05440352484583855,-8.759690284729004,2.980548858642578,0.0030693712178617716,0.1939188688993454,0.006935951765626669,0,750.7238428802302,0.0,-0.10236719017848372,1.0,-1.0,0.21839600801467896,0.7635533809661865,-0.9993016123771667,476,0.0
49,54.744,0,9.122758865356445,0.10441171331239785,0.5548094766704926,-136.9599151611328,-333.7382507324219,2969.62451171875,-30.599998474121094,0.0,1.0,2,8911,1.2196776866912842,0.04417470470070839,-9.040750503540039,2.9871039390563965,0.005464205984026194,0.13943451642990112,0.008064073510468006,0,751.1005519872342,0.0,-0.06803373387083411,1.0,-1.0,0.25750091671943665,0.8599770069122314,-0.9992371201515198,477,0.0
