alpha,loss/actor,loss/alpha,loss/critic1,loss/critic2,timestep
0.9606623179912553,0.7606441545430569,-0.09388241047703176,1.7915649163722986,0.7388701666593536,1000
0.8947588471174234,8.007728146314628,-0.15534081878885614,0.6877075629234314,-1.5889176220893872,2000
0.845256090402604,17.195096680641157,-0.12090344681870155,-0.8559160594940184,-2.4901504192352313,3000
0.8096240447759612,27.040964641571094,-0.08018381484225388,-1.2215184807777437,-1.8850309915542618,4000
0.7855190367102615,36.764647172927845,-0.03571187492460017,-0.3196486816406235,-1.040298933029175,5000
0.7791788234710694,45.38436172866827,0.012975708922953336,0.15159489917755112,-0.40816535663604714,6000
0.8002479964494695,53.40163016128536,0.02291299875825642,1.3336690006256113,0.7639363222122191,7000
0.8321967141628271,60.62380857086181,0.024333333040121925,0.3311360149383545,0.6777806644439701,8000
0.8662413934469241,68.10413408279389,0.016569607411860535,0.8341611480712895,1.4140148315429668,9000
0.897134887337685,75.58529223632816,0.009933015600894594,1.3305178689956652,1.7952617101669355,10000
0.9250846008062384,82.38551826477055,0.009569616713677512,0.3626622037887563,1.0531805753707901,11000
0.9624747645258903,89.22086249542245,0.004447365556436115,0.91376051330566,1.169875435829164,12000
1.0034833519458781,95.97515798950216,-0.000283641394774917,0.3645559043884274,0.8787796440124501,13000
1.0470539833307269,101.94516036224375,-0.0065728520854026916,-0.7230338077545162,0.12632795238494837,14000
1.097975583434106,107.74012078857406,-0.012997010219958619,-0.27998894309997574,0.27979617214202934,15000
1.1488016561269738,113.76142828369143,-0.017974712888244523,-0.4845930633544935,0.4678396081924438,16000
1.1986448734998674,119.58349637603769,-0.020102718489710184,-0.6151715507507327,0.10006347370147683,17000
1.2381887259483357,125.79194214630132,-0.02057873572688558,-0.1408118410110473,0.7043437337875358,18000
1.2914826805591597,131.37709922790535,-0.024985053730197236,0.053180318832397336,0.7419706954956049,19000
1.3451428338289277,137.28292254638689,-0.027937998005887456,0.8548075523376458,2.131858631134032,20000
1.399557786822318,142.85547496032694,-0.02672001966903915,0.7301026401519788,2.343396796226506,21000
1.4450732973814013,148.7589554748536,-0.02459747221413993,0.6653558950424203,1.8240646514892553,22000
1.489665973305705,154.76096969604507,-0.02229537559347234,0.8931455574035633,1.9622907085418668,23000
1.538809216022489,160.89521885681117,-0.025143931884784275,0.051047818183898905,1.559848316192623,24000
1.583358903527262,167.22712747192332,-0.01989745050249613,0.0661467838287352,1.3076248359680163,25000
1.6143406962156315,173.50201948547343,-0.018792879459913824,-0.04904950714111399,1.5451601800918555,26000
1.663299612641335,179.7423306579592,-0.025441630114335607,-0.48120846939086914,0.6474640569686886,27000
1.7068312511444104,186.01442149353025,-0.028388430149760092,-0.73316630935669,0.2983702564239507,28000
1.751879894495011,192.4178890686034,-0.023505955603905015,-0.44269485092163136,0.8740374307632442,29000
1.794106303930281,198.6178500213625,-0.022195826245471804,-0.8688872747421271,0.20952793312072826,30000
1.8227480657100654,205.00397909545833,-0.01794148991163816,-0.6932220621109013,0.33963928031921364,31000
1.8625901429653167,211.04324731445334,-0.02436767105758192,-0.9352326507568351,0.4516038436889649,32000
1.9006511029005053,217.32136605834955,-0.020887521006166903,-0.39989770507812444,0.5314422264099123,33000
1.9349172772169103,223.21343786621117,-0.013567366681992987,0.03420000267028827,0.8582624540328968,34000
1.9720106123685843,229.65165313720706,-0.023302821608260263,0.3789122114181515,0.8180217323303217,35000
2.009675223112111,235.80961439514132,-0.019294819748029112,0.3345582885742186,1.268876612663271,36000
2.0491841709613854,242.0232889404295,-0.020781434493139322,0.33084475517272904,1.1541684331893944,37000
2.0867179472446464,248.44904376220674,-0.026466071065515302,0.2864505968093874,1.247535895347596,38000
2.139786087989805,254.72676715087863,-0.027164392086677296,1.4548915405273422,2.325550347328184,39000
