loss/actor,loss/critic1,loss/critic2,timestep
-2.429227517366417,0.004418833137373455,0.0034136535549769047,1000
-2.466235868930815,0.0019092953112558482,0.001828772427688819,2000
-2.4730097575187675,0.0027855037916451704,0.0025748274895595444,3000
-2.4768061456680304,0.004309979434357954,0.004320342277060262,4000
-2.4792769489288355,0.005396185313118617,0.005286715288646516,5000
-2.4815836019515993,0.006848101660609259,0.006570463665993885,6000
-2.4826990628242482,0.007987292283680305,0.008150368210393921,7000
-2.483737513542172,0.009600825530476852,0.009605012263171358,8000
-2.4842446985244693,0.011144592244178072,0.011137240310199564,9000
-2.484708069801329,0.01358817315194756,0.013881194110959758,10000
-2.4851492915153535,0.015190648644231277,0.015276950369589027,11000
-2.485552424430852,0.017392021094448873,0.017762296713888646,12000
-2.4859659242629957,0.019599678016267653,0.01944238491915163,13000
-2.4860003499984797,0.02304042786732312,0.02340250602178277,14000
-2.4859964222907993,0.02465791489277035,0.025306967308744776,15000
-2.4866083679199202,0.027622862355783567,0.027805180570110683,16000
-2.487074353694919,0.030946512954309547,0.03150839374959466,17000
-2.487257658004754,0.031706241687759734,0.03201774561032651,18000
-2.487441325664518,0.03455653884261852,0.03536143249273306,19000
-2.487267976284025,0.03671677642501888,0.03790473511628798,20000
-2.4873571457862838,0.04120181300491103,0.0414854655582458,21000
-2.4877866835594182,0.044056276300922015,0.04357372761704031,22000
-2.4878163104057287,0.04655203575827183,0.047281280048191446,23000
-2.4878322858810464,0.04731751788780093,0.048159606985747845,24000
-2.487802785396576,0.052925469186157,0.05373446067795162,25000
-2.487688730716707,0.055527102418243844,0.055735143411904636,26000
-2.4877845311164872,0.059017591603100314,0.060030783668160455,27000
-2.488009177207944,0.06183008930087103,0.062223994873464035,28000
-2.4882375597953805,0.06364222227782006,0.06565313215926305,29000
-2.488169120311739,0.06558275097236027,0.06619822512939554,30000
-2.4882044520378037,0.07037606604397285,0.07151824636757366,31000
-2.4880364799499453,0.07415010941028599,0.07590318880602728,32000
-2.4882768821716392,0.07854233682528135,0.07909587135165927,33000
-2.4884022912979087,0.08174402704462429,0.08128598354756834,34000
-2.488396119594569,0.08217333544790767,0.08257760012894888,35000
-2.4885769858360294,0.08283407135307794,0.08391485467180616,36000
-2.4887880821227997,0.08712278908863667,0.0873882214203478,37000
-2.4886206936836186,0.09234788183122883,0.09400838913768529,38000
-2.4885417342185985,0.09396275958046334,0.09453996279835708,39000
-2.488571970462796,0.10091558156535024,0.10126399010047306,40000
-2.4885708327293465,0.10582560668513193,0.10554672531783608,41000
-2.488761946678164,0.10415860984474429,0.10553491677343838,42000
-2.488752315998077,0.1047125753536821,0.10540939615666878,43000
-2.4887950711250286,0.1095432974621652,0.10957498507574208,44000
-2.488762909889222,0.11443771497905275,0.11463469793647532,45000
-2.4889166836738563,0.11516524364054209,0.11694055547565228,46000
-2.4890959949493414,0.11811037749797099,0.11753729649633195,47000
-2.48908968830108,0.11676300583034745,0.11651209496706715,48000
-2.4892726764678974,0.11764625658839922,0.11684492279589179,49000
-2.4893589649200454,0.11800911428034287,0.11909185596555462,50000
-2.4892812800407356,0.12440957038104533,0.12356727504730225,51000
-2.4894684028625482,0.12225398839265125,0.1221033632382751,52000
-2.489257887363431,0.12156727036088713,0.12467167472839343,53000
-2.489246846675869,0.12628822609782228,0.12546968946605924,54000
-2.489726909160615,0.12581587837636454,0.12354533816128971,55000
-2.489633434772487,0.13243446098268027,0.1290079297274351,56000
-2.4898354024887057,0.12684629123657942,0.12900620242208255,57000
-2.4898995914459334,0.1448686185255642,0.1412898231595753,58000
-2.489945969104771,0.1523272184729576,0.1610905724391344,59000
-2.490005371570593,0.13094344093650562,0.13737569620460283,60000
-2.490036492347721,0.12512699385732415,0.12904475031048074,61000
-2.4900864152908335,0.1397706773355606,0.12880257368087739,62000
-2.4904297595024047,0.128582465328276,0.13210408160090464,63000
-2.490114219665528,0.1323275537863372,0.1426453943029047,64000
-2.49023983621597,0.13668452509492623,0.1431798096150163,65000
-2.49010735607147,0.14072386516630625,0.13585025086253885,66000
-2.490458249092099,0.13484374390542522,0.13664648474752905,67000
-2.4901330285072287,0.15919782440364397,0.1610275537297131,68000
-2.490017194271093,0.1525506840646268,0.15231292757391915,69000
-2.4900531201362606,0.1288785259947181,0.13159293355792753,70000
-2.4902415952682437,0.1380421535521743,0.13789904977381257,71000
-2.4899024581909264,0.16073437178879998,0.15354657216370085,72000
-2.4901082367896956,0.16091502604633606,0.15497256591171035,73000
-2.490145805358879,0.13649934136867525,0.13696310666203487,74000
-2.4900282716751154,0.13983717719465505,0.1430375666618348,75000
-2.4896844191551213,0.1510949713662267,0.15312951086461526,76000
-2.4903029932975818,0.14377278084307923,0.17289358500391291,77000
-2.4899392209053017,0.1675151686891916,0.16021874481439574,78000
-2.4895281615257248,0.16547330278903233,0.14295860003679978,79000
-2.48928809118271,0.17934298257529752,0.1832670646160842,80000
-2.489955641746522,0.1400233029276131,0.1398288442119956,81000
-2.489643535614019,0.19664164323359723,0.1585147970765831,82000
-2.4898424243926973,0.15926018312573453,0.15902386624366024,83000
-2.489286397457121,0.17149105688929522,0.16802894404530533,84000
-2.4888374695777875,0.21788024197518818,0.20551991937309497,85000
-2.488602050304411,0.2060346370935437,0.22908024435490346,86000
-2.4891308073997513,0.1698192164003851,0.16787532989680773,87000
-2.4889997711181664,0.19286034802347418,0.16633797233551723,88000
-2.4888312606811525,0.16539011073857582,0.18462139964848795,89000
-2.4884490299224895,0.16603247965127219,0.1704088340252639,90000
-2.488495198726658,0.17793452876061205,0.17820784966647643,91000
-2.488700296401978,0.18467092022299778,0.17101248402893507,92000
-2.4880408544540424,0.23244945508241663,0.223726307205856,93000
-2.4883314752578736,0.17555136230587984,0.18889107751101225,94000
-2.4885991415977506,0.22667254953831423,0.22620400927960865,95000
-2.4890139226913424,0.17087361741065937,0.19344425474107282,96000
-2.488547705173492,0.22594735408574407,0.26361477696895613,97000
-2.4879956483840933,0.24376254753023385,0.2508294635266067,98000
-2.4877931380271954,0.2668367734104393,0.22645929230749606,99000
-2.487987706661216,0.1726824280023574,0.16763655921071766,100000
-2.487766320228577,0.237930197097361,0.23558353067934565,101000
-2.4885141372680657,0.21457341744005684,0.18430308295786346,102000
-2.488112943172455,0.19881453877687474,0.22422463957965413,103000
-2.487674939155583,0.34717066700011456,0.33561877265572493,104000
-2.487302401065814,0.21242010043561457,0.2229304023683068,105000
-2.4877531633377057,0.3272369586452843,0.2364902042075992,106000
-2.4872108340263313,0.21734290428459657,0.20531066433340275,107000
-2.4870974073410097,0.34338285113126077,0.327299105100334,108000
-2.4866163034439075,0.3338247144743798,0.42700783973932327,109000
-2.4856139898300196,0.7130790424868468,0.6417267298325894,110000
-2.486308613300322,0.36147630167007394,0.27816914956271643,111000
-2.486012014865877,0.6208899934589864,0.5985167381912475,112000
-2.4863970932960475,0.2796579775735739,0.3833381981477138,113000
-2.4850454230308565,0.3411919407993559,0.42023328056186443,114000
-2.4846662888526945,0.5703631953969601,0.44857606258988286,115000
-2.4850882987976055,0.2884795494750134,0.3592181942090393,116000
-2.4861313266754124,0.286488168500364,0.286973845429718,117000
-2.4843520522117566,0.2966015286520127,0.27770886490493996,118000
-2.485965863227838,0.3144334243163463,0.3261582860425111,119000
-2.485626611709596,0.6249830099120737,0.7833278100341562,120000
-2.4852565031051643,0.37157637717574854,0.35893150731921225,121000
-2.4846807141303993,0.33932681158929967,0.6932918849214902,122000
-2.4800022134780897,1.1462533753365263,0.8430528535321363,123000
-2.4838116235733017,0.5061786505505438,0.6644207824021565,124000
-2.4846266951561042,0.38631448700279003,0.37708095262944724,125000
-2.482043061256409,0.5487910095155246,0.7413292101249099,126000
-2.4842479367256107,0.6846909174770119,0.4238637793958191,127000
-2.482376202106472,0.33842387627065146,0.7272882936298853,128000
-2.4822926783561696,1.2555900316536415,1.0509287686198958,129000
-2.4828287105560296,0.32759937105327935,0.3383701108098035,130000
-2.481381591796872,1.13334612482786,0.8728512241542344,131000
-2.4788738856315584,0.6141570241525759,0.5475909330323335,132000
-2.4831317529678363,0.4720195299312477,0.4552616738751524,133000
-2.4832907462119986,0.5363017131313671,0.7815834084898232,134000
-2.483398777484894,0.5885199962109334,0.5555423699095828,135000
-2.482035524368284,0.7098616268783826,1.0784651844352524,136000
-2.481950944423677,0.8756588750630613,1.1294059785530002,137000
-2.481074416160589,0.5548587232455607,0.7506220637112847,138000
-2.481146572113036,1.0727763421535494,1.0047718258649123,139000
-2.4827596921920847,0.7591815241426235,0.92192003042996,140000
-2.482299254894261,1.040119387969375,1.2943528370782742,141000
-2.4817811903953526,0.39340170865505947,0.41436246868967996,142000
-2.4772521529197693,1.3105898808613419,1.7856671422570924,143000
-2.480868034362794,0.9590129018053407,0.8361123397946368,144000
-2.482725901126862,0.4244898940175777,0.4051156415566798,145000
-2.4821719460487364,0.6609860741347077,0.49338388114422443,146000
-2.4811039848327607,0.6274000758677716,0.8082176216244705,147000
-2.48147643613815,1.349429479777812,1.3389058981239834,148000
-2.478977273941032,1.022395886197687,1.2537128687500918,149000
-2.4765562067031848,1.5637637786939769,1.819163515947759,150000
-2.4742352690696734,0.586291146360337,1.1022775554209954,151000
-2.483036215782159,0.5978775141760713,0.36797384924441545,152000
-2.4823003511428805,0.6631666565611952,0.7810915696918984,153000
-2.4765778360366766,1.2332384684458355,1.1657250852137817,154000
-2.4800269415378615,0.6329748079627746,1.5241077712625282,155000
-2.4800119183063485,0.6456928415074957,1.0358075829595312,156000
-2.479159068346022,1.716750377759339,2.0381399559378592,157000
-2.4774127373695363,1.2057348878681666,1.0277120662182573,158000
-2.4791064555645033,0.9761248040050242,1.265914232872426,159000
-2.4789700188636785,0.6803373602777709,1.0496409246772516,160000
-2.481863080024716,0.9501534326672548,0.6097324028462174,161000
-2.477226322412497,1.6278103084564204,3.5598293668180716,162000
-2.4756163313388835,2.1509187470972524,1.1758202490508556,163000
-2.477808219194407,1.6202104940563442,1.771676248922946,164000
-2.471352932929991,1.7505800155550255,1.7896474366039106,165000
-2.482849144935603,0.4048163386434307,0.6016542074084279,166000
-2.4750104253292045,1.571832693278788,2.2532615824788764,167000
-2.4775207271575863,1.3133333367407312,0.866801436349748,168000
-2.478468711614614,0.5573979633897538,0.79383285100758,169000
-2.479059522867204,0.8099820693284268,1.2363560757040966,170000
-2.4725075187683103,1.168855298459529,1.5725195210874046,171000
-2.4802333712577846,0.9490021779835216,1.0872257232964024,172000
-2.476087441205983,1.3955111528709554,1.3695957361534261,173000
-2.475561583042143,1.3698245128467699,1.6396726554930185,174000
-2.4729238255023915,1.473209286242724,2.360593286231158,175000
-2.4746615138053905,1.969796483516692,0.984120854780081,176000
-2.47736089372635,4.399711092531677,2.08002670890093,177000
-2.4772778787612966,1.2586633567810053,0.7329342449009421,178000
-2.4770892729759284,1.6862049399316323,1.8215492399781943,179000
-2.4748341157436373,3.648085084289325,5.201524790048602,180000
-2.474021300315864,1.2966318924129048,0.8516539477556958,181000
-2.4719289896488204,1.2117982283979645,1.040027045473455,182000
-2.4729604222774495,2.6763908018618783,2.1538218866586627,183000
-2.4679872941970844,3.487002550885077,2.8578883209377515,184000
-2.472295424699783,1.7296601849645354,2.85080439074337,185000
-2.4679896392822243,1.7737257491350154,1.3030452093034968,186000
-2.476828537940981,1.977865628853441,2.236157486259941,187000
-2.4698507387638147,0.9399967799335722,2.0465141158551012,188000
-2.4751633136272506,1.3662585026323792,1.1142850436717249,189000
-2.4725955619811972,11.085358686596159,9.011931819424037,190000
-2.4654867298603063,2.5229613231718564,2.9708097803592692,191000
-2.4719951391220065,7.234747306942935,7.519650601908568,192000
-2.467812388658523,8.627988492071632,6.14503207255899,193000
-2.469572429656986,1.7096066466569875,2.09373523622751,194000
-2.4601877610683465,10.339782844394456,6.852010765314104,195000
-2.4611891663074505,2.239415442466736,1.5389471570700386,196000
-2.467013925313951,1.9794676471799597,4.140865736499427,197000
-2.4723626470565727,3.0144368833899486,5.894373218357567,198000
-2.4608665395975087,16.41521638654174,12.804404710918645,199000
-2.4624727432727864,5.500478577077389,6.295395540028813,200000
-2.4601962494850182,7.434677901566009,4.675674228668209,201000
-2.4489643478393504,10.935659645348766,13.494933297395706,202000
-2.4591723163127823,7.4412455579340335,6.996502894878399,203000
-2.461175106525416,9.071685429304827,9.662905083417881,204000
-2.4550338166952077,15.921972430437814,10.391348578602084,205000
-2.4578453598022496,6.6446849480271455,4.955699461638937,206000
-2.454795702815059,3.341022428423158,3.038602984189991,207000
-2.44491874849796,8.93931234127283,10.691423022881159,208000
-2.4603451209068323,19.506796862483025,18.834916530907133,209000
-2.4564244928359966,8.614595490396042,5.294437624156477,210000
-2.4491281144619,15.37806105831269,12.397970299780393,211000
-2.453664359688763,4.9447773821353955,6.834589142501351,212000
-2.4591773455142976,11.217390889585005,15.063687410026791,213000
-2.4550164924859956,5.892138403356063,3.032534540206189,214000
-2.4506699305176767,8.038353248834616,5.301482698589563,215000
-2.443210199892528,62.58090382173674,60.65095356494204,216000
-2.4336497653722753,7.0486452327668445,7.325415048211809,217000
-2.4487223761081642,15.68290534853936,6.9346793813109375,218000
-2.4426012686491045,10.525017766356479,4.658389680385578,219000
-2.439063805997369,11.071307736188178,15.350303209662446,220000
-2.428666813135146,35.040493422687085,42.013954177349774,221000
-2.4338340824246405,19.617748507291054,20.41407869064809,222000
-2.4347612456083243,14.156082050859927,13.470996631085873,223000
-2.4410206314921323,3.3040891151130167,7.098628062158817,224000
-2.440561196565631,15.933374465018517,9.24375243979693,225000
-2.437186674118038,17.100824859321122,15.934042547017338,226000
-2.439321792364125,10.087010162204518,11.371661884278062,227000
-2.4446904451847167,6.262471243679516,7.983252852886921,228000
-2.4275132871866254,14.014495899796488,13.29230256569389,229000
-2.4404351239204405,8.81069972652194,3.528466785579929,230000
-2.4245253508091023,14.568235543787488,16.535168873488907,231000
-2.4210337755680107,35.5708726812006,24.014573344856537,232000
-2.424629434108731,21.513407814711382,21.33205274802447,233000
-2.4147320870161035,14.03781947168707,15.820087482213998,234000
-2.4191612979173667,10.691038744479417,12.755195798695086,235000
-2.421078598886731,17.270015134722012,16.288287447184338,236000
-2.424149376451982,3.320121801972386,4.265833519279954,237000
-2.417882008358839,29.149503574490577,34.432424112260286,238000
-2.4064287358373417,7.281186206251385,6.330265788376352,239000
-2.4129275772869616,13.742245212256888,17.388419680416593,240000
-2.41778544847667,15.133354106724287,21.071430820107558,241000
-2.422807043619457,22.649393091857473,17.126257832050335,242000
-2.4104767766222364,46.70533887672431,46.24029785585418,243000
-2.423003604657949,14.57520955231786,9.078846503525977,244000
-2.4176320726424456,43.720875568091955,20.864441006779693,245000
-2.4001839750856178,19.059518914818728,36.15403008866311,246000
-2.412213582247496,81.31525952935213,59.239377593994135,247000
-2.4076081258654534,81.40340973961356,76.39378192996962,248000
-2.40281312565506,46.22899918943645,46.94760701936496,249000
-2.401614940851925,65.94753102207183,55.121949356377094,250000
-2.427627254575487,21.862086604356747,19.85886257261036,251000
-2.406836047232151,8.760518402397642,28.123930860161824,252000
-2.423334024190904,28.016896542727938,29.593154863357594,253000
-2.39280156652629,36.634515752911554,32.29206239944695,254000
-2.38520212483406,53.10176909995074,34.54076120769984,255000
-2.4067426359653425,28.548786092460162,31.02227776378389,256000
-2.411908128708602,42.60071929228314,32.859638154268204,257000
-2.4074126992113922,13.165524850487722,16.685462368488345,258000
-2.3853206522166754,62.57354375445839,49.269082855939864,259000
-2.410183372914794,25.5393145703077,28.50374289476868,260000
-2.4000613309740997,53.13091923570627,62.65747575658552,261000
-2.3870718894451914,29.019377617716845,33.190969163715856,262000
-2.4044072321057306,18.4177233769894,18.105414245009435,263000
-2.395465523034327,39.15112286120662,30.387964136302514,264000
-2.388576584182677,53.39802100157742,48.107923628985844,265000
-2.4107240805625896,28.341562375545497,27.719383185803945,266000
-2.3973423036634918,42.33144093632702,26.274471323311396,267000
-2.394670185506339,40.59955347561837,57.69473320770255,268000
-2.381933481037615,28.704810079038115,54.66051557123662,269000
-2.3661226761639114,85.32917736685293,72.80855415177359,270000
-2.389907309532171,55.1813589379788,54.65900176161522,271000
-2.363970529586078,54.40770327806472,42.316138912856566,272000
-2.367177084427327,49.04575500762461,35.71518144112829,273000
-2.3734122874289816,27.26018763756751,34.52208312392231,274000
-2.3444764956906443,84.57735475218287,100.7637244219782,275000
-2.3855886743068746,27.61553581547732,41.63610764980311,276000
-2.3893840252160965,42.870322287559524,64.63383383369452,277000
-2.3762573404125793,108.44493579435371,107.71338283205054,278000
-2.3374793698713203,85.20909940445429,47.504137011647344,279000
-2.3677149914503044,17.291876503348362,24.43495116209982,280000
-2.32392041175068,143.8502893159389,146.83233789777762,281000
-2.362626242592931,52.91535758543015,52.83092501783375,282000
