ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0
1,1,3,0,4.671649080631983e-05,0.0038943414110690355,0.0038943414110690355,0.0,0.0
2,1,6,0,4.059110042107425e-05,0.003386180615052581,0.003386180615052581,0.0,0.0
3,881,889,0,472.61648620571947,47.49133813970513,73.66706848144531,0.0,0.0
4,129,1020,0,10.882127249920448,7.477243099524098,17.42755126953125,0.0,0.0
5,93,1115,0,8.838901655941159,8.474732161707355,17.101255416870117,0.0,0.0
6,88,1205,0,8.362302434728099,8.398658438557918,16.619998931884766,0.0,0.0
7,1090,2297,0,501.2980797317849,40.76291812670652,67.74275207519531,0.0,0.0
8,136,2435,0,15.610988337188788,12.486756659992833,20.7667293548584,0.0,0.0
9,726,3163,0,329.2528861912468,41.488717243216804,57.82185363769531,0.0,0.0
10,468,3633,0,161.4613144871414,30.857888379550648,43.93305206298828,0.0,0.0
11,235,3870,0,63.468950878103584,24.84097036346298,38.259498596191406,0.0,0.0
12,613,4485,0,303.15237678015217,44.05817461994455,67.11811065673828,0.0,0.0
13,246,4733,0,67.14805953431883,26.559097492614498,42.31399154663086,0.0,0.0
14,646,5381,0,295.59267298090487,42.5658492870021,63.005680084228516,0.0,0.0
15,492,5875,0,232.0189803831957,42.8577796212124,61.45077133178711,0.0,0.0
